gender,agegroup,race,incomelevel,educationl,workingstatus,state,vote_trump,voteintention
Male,45-54,White,Upper income,Masters degree,Working,WA,1,Trump
Female,45-54,White,Middle income,College Degree,Working,WI,0,Biden
Male,45-54,White,Upper income,Some College,Working,MA,1,Trump
Male,30-44,White,Middle income,Some College,Working,DC,0,Biden
Female,30-44,Black,Middle income,High School Graduate,Working,OH,0,Biden
Female,45-54,Black,Lower income,Some College,Not working,WA,0,Biden
Male,30-44,Others,Upper income,Masters degree,Working,PA,0,Biden
Male,65+,White,Middle income,Some College,Working,FL,1,Trump
Female,55-64,Black,Middle income,Some College,Not working,FL,0,Biden
Female,30-44,White,Lower income,Some College,Working,FL,1,Trump
Male,30-44,White,Middle income,Masters degree,Working,NY,1,Trump
Female,45-54,Black,Lower income,High School Graduate,Not working,CA,0,Biden
Male,30-44,White,Middle income,Masters degree,Working,CA,1,Trump
Female,30-44,White,Middle income,College Degree,Not working,FL,0,Biden
Male,65+,White,Middle income,Masters degree,Not working,MA,0,Biden
Female,45-54,White,Upper income,Masters degree,Working,NY,1,Trump
Female,18-29,White,Lower income,Some College,Working,NC,1,Trump
Male,30-44,Black,Middle income,Masters degree,Working,CA,0,Biden
Female,18-29,Black,Lower income,Some College,Not working,GA,0,Biden
Female,65+,White,Lower income,High School Graduate,Not working,MA,0,Biden
Female,18-29,White,Middle income,Some College,Working,VA,0,Biden
Female,55-64,Black,Middle income,Some College,Working,CA,0,Biden
Male,65+,White,Middle income,Doctorate degree,Working,CA,0,Biden
Female,55-64,White,Middle income,High School Graduate,Not working,NC,1,Trump
Female,55-64,White,Lower income,High School Graduate,Not working,FL,1,Trump
Male,30-44,White,Upper income,Masters degree,Working,NY,1,Trump
Male,30-44,Others,Middle income,High School Graduate,Working,CA,1,Trump
Female,18-29,Others,Middle income,Some College,Working,NJ,1,Trump
Male,30-44,Black,Middle income,College Degree,Working,VA,0,Biden
Male,18-29,Black,Lower income,High School Graduate,Working,IL,0,Biden
Female,18-29,White,Lower income,College Degree,Working,NY,0,Biden
Male,45-54,White,Middle income,College Degree,Working,IA,0,Biden
Male,18-29,White,Lower income,College Degree,Working,KY,0,Biden
Female,18-29,Black,Lower income,Some College,Working,CO,1,Trump
Female,18-29,Others,Lower income,High School Graduate,Working,KS,0,Biden
Female,30-44,Black,Lower income,Some College,Working,OK,0,Biden
Female,55-64,White,Lower income,College Degree,Working,FL,1,Trump
Female,45-54,Others,Lower income,Some College,Not working,TX,0,Biden
Female,18-29,Others,Middle income,Some College,Not working,NY,0,Biden
Female,30-44,Others,Lower income,Some College,Not working,TX,0,Biden
Male,30-44,White,Middle income,Masters degree,Working,NY,0,Biden
Male,65+,White,Middle income,College Degree,Not working,VA,0,Biden
Male,45-54,White,Middle income,Some College,Working,FL,1,Trump
Male,45-54,Others,Middle income,College Degree,Working,NV,1,Trump
Male,30-44,White,Upper income,College Degree,Working,IN,1,Trump
Male,65+,White,Upper income,College Degree,Not working,NY,0,Biden
Male,18-29,White,Middle income,College Degree,Working,NY,1,Trump
Female,30-44,White,Middle income,College Degree,Working,PA,0,Biden
Female,30-44,Others,Lower income,High School Graduate,Not working,OR,0,Biden
Female,30-44,Black,Lower income,College Degree,Working,AL,0,Biden
Female,30-44,White,Middle income,Some College,Working,FL,0,Biden
Female,18-29,Black,Lower income,High School Graduate,Working,TX,0,Biden
Female,30-44,Black,Lower income,Some College,Working,OH,0,Biden
Male,18-29,White,Lower income,High School Graduate,Working,FL,1,Trump
Male,30-44,White,Upper income,Masters degree,Working,TX,1,Trump
Female,55-64,Black,Lower income,Some College,Not working,MI,0,Biden
Male,30-44,Others,Middle income,Some College,Working,CA,1,Trump
Female,45-54,Others,Middle income,Some College,Working,PA,1,Trump
Female,45-54,White,Upper income,Some College,Working,NY,1,Trump
Female,45-54,White,Upper income,College Degree,Working,ME,1,Trump
Male,30-44,White,Middle income,College Degree,Not working,NC,0,Biden
Female,45-54,Others,Lower income,Some College,Working,CO,1,Trump
Male,30-44,Others,Middle income,Some College,Working,FL,0,Biden
Male,30-44,White,Upper income,Masters degree,Working,IL,1,Trump
Male,30-44,White,Lower income,High School Graduate,Not working,MI,0,Biden
Female,30-44,Black,Lower income,High School Graduate,Not working,TX,0,Biden
Female,45-54,Others,Middle income,College Degree,Working,NY,0,Biden
Female,65+,White,Middle income,Some College,Not working,CO,1,Trump
Male,30-44,White,Upper income,Masters degree,Working,TX,1,Trump
Male,65+,White,Middle income,Masters degree,Not working,NJ,1,Trump
Female,30-44,Others,Middle income,Masters degree,Working,VA,1,Trump
Male,65+,White,Upper income,College Degree,Not working,FL,0,Biden
Female,30-44,White,Lower income,College Degree,Working,TX,1,Trump
Male,30-44,White,Middle income,College Degree,Working,TX,1,Trump
Female,18-29,White,Middle income,Some College,Working,TX,1,Trump
Male,65+,White,Middle income,Some College,Not working,VA,1,Trump
Female,18-29,Others,Upper income,Some College,Working,VA,0,Biden
Male,55-64,White,Middle income,College Degree,Working,NC,1,Trump
Female,45-54,White,Middle income,Some College,Working,CA,0,Biden
Female,45-54,White,Lower income,Some College,Not working,NY,0,Biden
Male,30-44,White,Upper income,Masters degree,Working,VA,1,Trump
Male,55-64,Others,Middle income,Masters degree,Working,FL,1,Trump
Female,55-64,White,Upper income,Some College,Working,NJ,0,Biden
Male,18-29,White,Middle income,College Degree,Working,KY,0,Biden
Male,65+,White,Middle income,Some College,Not working,WI,0,Biden
Male,18-29,Black,Lower income,High School Graduate,Not working,TX,0,Biden
Male,30-44,White,Middle income,College Degree,Working,MI,1,Trump
Male,45-54,White,Middle income,College Degree,Working,NY,0,Biden
Female,30-44,Black,Middle income,Some College,Working,NC,0,Biden
Male,30-44,Others,Middle income,Some College,Working,IL,0,Biden
Male,55-64,White,Middle income,Some College,Not working,FL,1,Trump
Female,45-54,White,Middle income,College Degree,Working,TX,0,Biden
Female,55-64,Others,Lower income,Some College,Working,AR,0,Biden
Male,45-54,White,Middle income,Some College,Working,CO,1,Trump
Male,45-54,White,Middle income,College Degree,Working,FL,0,Biden
Male,45-54,White,Upper income,College Degree,Working,GA,1,Trump
Male,30-44,White,Middle income,Some College,Working,OK,0,Biden
Female,30-44,White,Upper income,College Degree,Not working,CA,0,Biden
Female,30-44,Black,Middle income,College Degree,Working,MD,0,Biden
Male,55-64,White,Upper income,College Degree,Not working,OH,1,Trump
Female,45-54,White,Middle income,Some College,Working,FL,1,Trump
Female,18-29,Others,Lower income,Some College,Working,FL,0,Biden
Female,18-29,White,Lower income,High School Graduate,Not working,TX,0,Biden
Female,30-44,Others,Lower income,Some College,Not working,NC,0,Biden
Male,18-29,White,Middle income,Some College,Working,MA,0,Biden
Male,45-54,White,Middle income,College Degree,Working,PA,1,Trump
Male,45-54,White,Upper income,Masters degree,Working,NY,1,Trump
Male,55-64,White,Lower income,Some College,Not working,PA,0,Biden
Male,18-29,White,Middle income,Some College,Not working,GA,1,Trump
Female,45-54,White,Middle income,Some College,Working,FL,1,Trump
Male,30-44,White,Upper income,Masters degree,Working,FL,0,Biden
Male,65+,White,Middle income,Some College,Not working,FL,1,Trump
Female,45-54,Others,Middle income,Some College,Working,CA,1,Trump
Female,18-29,White,Middle income,Masters degree,Working,NJ,0,Biden
Male,30-44,White,Lower income,High School Graduate,Not working,NC,1,Trump
Male,30-44,White,Middle income,College Degree,Working,IA,0,Biden
Male,30-44,White,Middle income,Masters degree,Working,VA,1,Trump
Female,30-44,Others,Middle income,College Degree,Working,MS,0,Biden
Female,55-64,Others,Middle income,Some College,Working,MA,0,Biden
Female,18-29,Black,Middle income,College Degree,Working,IL,0,Biden
Female,30-44,White,Upper income,Masters degree,Working,IL,0,Biden
Female,45-54,Others,Lower income,College Degree,Working,MD,0,Biden
Female,30-44,White,Lower income,Some College,Working,TX,0,Biden
Female,18-29,Black,Middle income,College Degree,Working,VA,0,Biden
Female,18-29,Others,Middle income,College Degree,Working,MN,0,Biden
Male,45-54,White,Upper income,College Degree,Not working,KY,0,Biden
Female,30-44,White,Upper income,College Degree,Working,CA,1,Trump
Male,55-64,White,Middle income,High School Graduate,Not working,CA,0,Biden
Female,30-44,White,Upper income,Masters degree,Working,CA,0,Biden
Male,30-44,White,Lower income,College Degree,Working,CA,0,Biden
Female,30-44,White,Lower income,College Degree,Not working,NM,0,Biden
Male,30-44,White,Lower income,Some College,Working,TX,1,Trump
Female,65+,White,Lower income,College Degree,Working,TN,1,Trump
Female,30-44,Others,Lower income,High School Graduate,Not working,OR,1,Trump
Female,30-44,Black,Lower income,Some College,Working,NY,0,Biden
Male,55-64,White,Middle income,Some College,Not working,CA,1,Trump
Female,18-29,Others,Lower income,Some College,Working,CA,0,Biden
Female,55-64,White,Middle income,Some College,Not working,OH,1,Trump
Female,30-44,Black,Lower income,College Degree,Working,CO,0,Biden
Male,30-44,White,Middle income,Some College,Working,KS,0,Biden
Female,45-54,White,Middle income,High School Graduate,Working,GA,0,Biden
Male,55-64,White,Lower income,High School Graduate,Not working,NY,1,Trump
Male,65+,White,Middle income,College Degree,Working,MI,0,Biden
Male,30-44,White,Middle income,Some College,Working,SC,1,Trump
Male,30-44,White,Upper income,College Degree,Not working,GA,0,Biden
Male,30-44,White,Lower income,Some College,Working,MI,0,Biden
Male,18-29,White,Middle income,Some College,Not working,IL,0,Biden
Female,30-44,Others,Lower income,High School Graduate,Not working,DE,0,Biden
Male,30-44,White,Middle income,College Degree,Working,CA,1,Trump
Male,18-29,White,Upper income,High School Graduate,Not working,FL,1,Trump
Male,18-29,White,Upper income,Some College,Not working,PA,0,Biden
Male,30-44,White,Middle income,Masters degree,Working,NJ,1,Trump
Female,30-44,Others,Upper income,College Degree,Working,NJ,0,Biden
Male,55-64,White,Middle income,Some College,Working,TX,1,Trump
Female,30-44,White,Lower income,Some College,Working,TX,0,Biden
Male,55-64,Others,Middle income,College Degree,Working,CA,1,Trump
Male,55-64,White,Middle income,Some College,Not working,GA,1,Trump
Male,65+,White,Lower income,High School Graduate,Not working,WV,0,Biden
Male,30-44,White,Middle income,College Degree,Working,MI,0,Biden
Male,45-54,White,Middle income,College Degree,Not working,VA,0,Biden
Male,55-64,White,Middle income,Some College,Not working,NY,1,Trump
Male,55-64,White,Middle income,Some College,Not working,FL,1,Trump
Male,30-44,White,Upper income,Masters degree,Working,DC,1,Trump
Female,18-29,Others,Lower income,Some College,Working,HI,0,Biden
Male,30-44,White,Lower income,College Degree,Working,CA,1,Trump
Male,30-44,White,Middle income,High School Graduate,Working,GA,1,Trump
Male,65+,White,Middle income,College Degree,Not working,VA,0,Biden
Male,45-54,White,Middle income,Some College,Working,KY,0,Biden
Male,30-44,White,Upper income,College Degree,Working,OH,0,Biden
Male,55-64,White,Middle income,College Degree,Working,WA,0,Biden
Male,30-44,White,Middle income,College Degree,Working,NY,1,Trump
Male,55-64,White,Middle income,College Degree,Working,FL,0,Biden
Male,65+,White,Middle income,College Degree,Not working,IL,0,Biden
Male,30-44,White,Middle income,High School Graduate,Not working,KY,1,Trump
Male,55-64,White,Middle income,College Degree,Not working,NC,1,Trump
Male,30-44,Black,Upper income,College Degree,Working,TX,0,Biden
Male,45-54,Others,Middle income,Some College,Working,TX,1,Trump
Male,30-44,Black,Lower income,High School Graduate,Working,WA,0,Biden
Male,55-64,White,Middle income,College Degree,Working,NY,1,Trump
Female,18-29,Others,Lower income,High School Graduate,Working,FL,1,Trump
Female,30-44,Others,Middle income,Some College,Working,WA,0,Biden
Male,65+,White,Middle income,High School Graduate,Not working,AZ,0,Biden
Male,45-54,White,Upper income,College Degree,Working,ME,0,Biden
Male,30-44,White,Upper income,College Degree,Working,CA,1,Trump
Male,30-44,Others,Upper income,High School Graduate,Not working,UT,0,Biden
Male,45-54,White,Middle income,High School Graduate,Working,OH,0,Biden
Male,55-64,Others,Middle income,Some College,Not working,CA,0,Biden
Male,30-44,White,Middle income,College Degree,Working,IN,0,Biden
Female,55-64,White,Upper income,College Degree,Working,NY,1,Trump
Male,30-44,White,Lower income,College Degree,Working,PA,0,Biden
Female,30-44,White,Middle income,Some College,Not working,NV,0,Biden
Female,45-54,Others,Middle income,Some College,Not working,WA,0,Biden
Male,30-44,White,Middle income,College Degree,Working,MS,0,Biden
Male,55-64,White,Middle income,Some College,Working,UT,1,Trump
Male,45-54,White,Upper income,College Degree,Working,NJ,0,Biden
Male,65+,White,Middle income,Some College,Not working,NY,1,Trump
Male,45-54,White,Middle income,High School Graduate,Working,NY,0,Biden
Male,55-64,White,Lower income,High School Graduate,Working,FL,1,Trump
Female,18-29,Black,Lower income,Masters degree,Working,TX,0,Biden
Male,55-64,White,Lower income,Some College,Not working,TX,1,Trump
Male,55-64,White,Lower income,College Degree,Working,GA,0,Biden
Male,30-44,White,Upper income,College Degree,Working,PA,0,Biden
Male,45-54,White,Lower income,High School Graduate,Not working,MA,0,Biden
Male,65+,White,Lower income,Some College,Not working,IL,1,Trump
Male,55-64,White,Upper income,Some College,Not working,NY,1,Trump
Male,45-54,White,Lower income,College Degree,Not working,MD,0,Biden
Male,30-44,White,Middle income,Masters degree,Working,CA,0,Biden
Male,55-64,White,Upper income,College Degree,Working,FL,1,Trump
Male,45-54,White,Lower income,High School Graduate,Not working,KY,0,Biden
Male,55-64,White,Middle income,High School Graduate,Working,FL,1,Trump
Male,30-44,White,Middle income,College Degree,Not working,CT,1,Trump
Female,18-29,White,Lower income,Some College,Working,IL,0,Biden
Male,65+,White,Lower income,Some College,Not working,VA,1,Trump
Male,30-44,White,Middle income,Some College,Working,WA,1,Trump
Male,55-64,White,Middle income,College Degree,Working,KY,0,Biden
Male,55-64,White,Middle income,College Degree,Working,PA,1,Trump
Male,65+,White,Middle income,College Degree,Not working,FL,1,Trump
Male,18-29,White,Lower income,Some College,Not working,MA,1,Trump
Female,30-44,Others,Lower income,High School Graduate,Not working,PA,1,Trump
Female,30-44,White,Upper income,Doctorate degree,Not working,CA,0,Biden
Male,55-64,White,Middle income,Some College,Working,VA,0,Biden
Male,30-44,White,Middle income,Some College,Working,NY,1,Trump
Male,65+,White,Middle income,College Degree,Not working,FL,1,Trump
Male,45-54,White,Middle income,Some College,Working,TX,1,Trump
Male,30-44,White,Middle income,College Degree,Working,SC,1,Trump
Male,30-44,White,Upper income,College Degree,Working,FL,1,Trump
Male,30-44,White,Middle income,College Degree,Working,TX,1,Trump
Male,18-29,White,Lower income,Some College,Not working,MA,0,Biden
Male,30-44,White,Lower income,Some College,Working,KS,0,Biden
Male,18-29,Black,Lower income,High School Graduate,Working,AZ,1,Trump
